Epoch,Tr rmse,Tr mae,Tr relative_rmse,Tr relative_mae,Te rmse,Te mae,Te relative_rmse,Te relative_mae,Tr loss,Te loss,LR,Time(s)
93,0.5626267886416797,0.4235419699533738,0.42580225936231764,0.3755576022487273,0.7801495672547244,0.6250459808398058,0.5800637849830689,0.5551339281115303,0.31787908324264585,0.668664599405253,0.000945946700134824,31.540999174118042
94,0.5527403252647523,0.41506968956580137,0.4183383180814631,0.36803458511510634,0.7775777490699992,0.6222146223573124,0.5779939217363449,0.5526013614978382,0.3065900368327126,0.6665092645322576,0.0009447886742921265,31.3123881816864
95,0.5462244969000791,0.40970623429446296,0.413388455137212,0.3632782514401298,0.761664005205593,0.6089213213181113,0.5661366554823789,0.5407641474257179,0.29967213091365796,0.6396441936174179,0.0009436191397308683,31.428584814071655
96,0.556946772145715,0.4197345667663105,0.42151362006677023,0.3721639944270333,0.7669035019402836,0.6126354057839848,0.5700080281591671,0.5440333147737432,0.31179089501579815,0.6500919601496529,0.0009424381285144306,31.63353419303894
97,0.5434664492619866,0.407613188347077,0.4113407955768912,0.3614402435680124,0.7587403180127475,0.6056082653489342,0.5640190242127301,0.5379696787997363,0.2963284864463908,0.6354699018486043,0.0009412456730208323,31.599615573883057
98,0.6800462514321435,0.5251357545827162,0.5145051837923692,0.46531718347799333,0.7603467232722012,0.6069089991842361,0.5651073870174388,0.5390050023953545,0.5109078100020873,0.638526318305954,0.0009400418059418432,31.19583511352539
99,0.5374100326216794,0.4027976039896674,0.4067087772695776,0.35713475018261587,0.755879012818005,0.6026506965810602,0.5619168777198078,0.5353725053728583,0.2899454763547622,0.629833736521675,0.0009388265602820871,31.958211421966553
100,0.534406434246563,0.4005010107303048,0.4044107627422414,0.3551039228783572,0.744785463108736,0.5933781436739121,0.5535794152295526,0.5270957937215102,0.28694044938061963,0.6127429846773811,0.000937599969358138,31.468480348587036
101,0.5366033621650329,0.40299084511670197,0.40607979861810245,0.35733710986407685,0.7332157706194383,0.583667656954597,0.544835526675464,0.5184581941143077,0.28940296077473276,0.5939524660614085,0.0009363620667976056,31.91053795814514
102,0.6273561827639208,0.4761870944882459,0.47483818575660175,0.42229559810403833,0.7456904923852115,0.5920806841098051,0.5542078668420966,0.5258261241058615,0.4297642568375338,0.6141360990982004,0.0009351128865382137,31.747394323349
103,0.5315451076961456,0.3983393128224235,0.40229048209394364,0.3532076321821162,0.7227815990460748,0.5748117099152529,0.537067119769234,0.5105740947519394,0.2836029481760321,0.576193580254514,0.0009338524628268705,31.214166402816772
104,0.5295458247954833,0.39685466917440854,0.400776617826625,0.3519052219263373,0.731369789908914,0.5820847357658141,0.5435865758893325,0.5170954456303847,0.2815942359480628,0.5869477039033716,0.0009325808302187284,31.351801872253418
105,0.5352169090413792,0.40222906014498544,0.40509670144096416,0.3566670731745939,0.7152536374362395,0.5682638638159808,0.5313033816967418,0.5047426842910083,0.2876652758867345,0.5658107824663428,0.0009312980235762379,31.673789262771606
106,0.5312284130782368,0.39908508342855115,0.40203807044794215,0.3538646452567157,0.7083712821019524,0.5627386858437788,0.5261510621736394,0.49980535481702837,0.2833510731312043,0.5547470765955308,0.0009300040780681909,31.62952470779419
107,0.6731886667682525,0.5100501305597989,0.5094206701306736,0.45226845894267853,1.016135112168317,0.8097216047067693,0.7585852716695816,0.7183819760613263,0.5120109624084942,1.0540967991645322,0.0009286990291687575,31.54301381111145
108,0.5739213475250305,0.43519673022356903,0.4344079443477692,0.38589685135346685,0.6983494892477352,0.5540066600483369,0.5185111961900232,0.49199688498349115,0.34088562564416364,0.5399611003019593,0.0009273829126565124,31.459015369415283
109,0.5495121828056274,0.4146384211147533,0.41586690631142276,0.36768905619248987,0.6958373353124302,0.5523061855910296,0.5166573699782876,0.4905011735179208,0.30885515318197365,0.5353477055376227,0.0009260557646134543,31.488415718078613
110,0.5168691675930737,0.3872922002312971,0.3911705225865471,0.3433894132547837,0.6847527411213533,0.5433633528291223,0.5083322160065493,0.4825590163628685,0.26821550814544454,0.5188675971432803,0.0009247176214240176,31.866580486297607
111,0.5201379500608393,0.3909267494703997,0.3936217204134732,0.34661148576175466,0.6795123155741768,0.5390599032136846,0.5042823365027892,0.47865686936174484,0.2718809670146136,0.5127824709058445,0.0009233685197740735,31.282517194747925
112,0.5301488663423508,0.3998538427811893,0.40120265142802886,0.3545133337617558,0.6881022432589914,0.5461535248208174,0.5109545838705358,0.4849853137916422,0.28330718929117377,0.518845794114837,0.0009220084966499255,31.792304754257202
113,0.5309708142344327,0.4003824362142838,0.4018449850260893,0.3550059404921404,0.6912030136202746,0.5487024733089508,0.5129938924057599,0.48719265268129464,0.2841867053891248,0.5306563657075963,0.0009206375893372942,31.685734272003174
114,0.5135525908062165,0.38489781264315315,0.3886819308135599,0.3412798623987698,0.6765755732110478,0.5369462828266429,0.5020739311840445,0.4767806823240882,0.2647092888221384,0.5085938929873992,0.0009192558354202965,31.622599363327026
115,0.5823168776889536,0.4403281380785978,0.4407563547399592,0.39038217067718506,0.6723169776845106,0.5335236328808382,0.4988017893411259,0.47366570709223416,0.3652595685605697,0.5023878645450673,0.0009178632727804138,31.662684202194214
116,0.5096241320199507,0.3814616581016683,0.38569694948706396,0.3382363550484499,0.6681733387995531,0.5299121527110829,0.4958079208664716,0.47047249781575434,0.26072229835438854,0.49461166401279166,0.0009164599395954544,31.641051292419434
117,0.5864868964103453,0.44503752433042476,0.4439833294899068,0.39462997138818956,0.6731746770481375,0.5337570011615753,0.4994763696894926,0.47388149519017675,0.36031006579411856,0.5046150673997594,0.0009150458743385065,31.54302430152893
118,0.5066064126032559,0.37866304806846984,0.3834278467185995,0.33576932581350766,0.6699842877566495,0.531254156069322,0.49717085469852795,0.471684535556936,0.2575295716524124,0.4976627616321339,0.0009136211157768833,31.614733934402466
119,24.310635933104685,9.34441748787375,18.401646700453632,8.332051921974529,6.428312237887459,4.527464555546562,4.825877924016453,4.0194277878113605,57058.16295109092,58.700433889174846,0.0009121857029710603,31.584954977035522
120,95.8168965252963,31.314282563918415,72.67878339124873,27.788995003317766,27.164221534117022,14.61036818040246,20.379729436680595,13.001877771979347,167143.79357283894,988.4202158718823,0.0009107396752736051,31.708030223846436
121,20.26252260055134,10.050549739184865,15.330515489221257,8.909922194353399,25.50110845514797,13.456734157501058,19.144968785066656,11.97600509521158,428.35473502256013,899.6805197567863,0.0009092830723280971,31.686214685440063
122,18.828630386189342,9.34289600504911,14.24744822252243,8.283871818991269,24.98791125496441,13.13626493617175,18.76178891136047,11.691731799732555,365.09654260319184,872.3779124295647,0.0009078159340680421,31.629234075546265
123,18.729670805089615,9.435186794097412,14.174431601947642,8.365734806672775,24.59190584376534,12.935372561694466,18.464267276825115,11.513132243232931,360.3293906635142,851.2044546769902,0.0009063383007157765,31.82260298728943
124,17.862789296848888,8.990316398641005,13.51699559318828,7.971025670913452,23.968935186212715,12.527132353043173,17.997116813047686,11.14975047748994,328.689183362665,822.9888939678988,0.0009048502127813652,31.315375328063965
125,17.01676397782596,8.441949790811794,12.8772764154934,7.484557585282759,22.930394065571342,11.763925493719743,17.21784755380396,10.471481466038341,299.51100860432507,782.6044903107505,0.0009033517110614904,31.295971155166626
126,16.42763014910693,8.063842661240521,12.429513507985813,7.148825431252546,22.32649259006276,11.316764033414463,16.765710177906058,10.075870939754548,279.5694614757191,761.0594275571445,0.000901842836638334,31.371674060821533
127,15.693170674981918,7.538784447838278,11.871643074056044,6.682976707417697,22.565904239919735,11.516273687230074,16.94380650290831,10.249683408176198,256.91064583681487,761.27633042769,0.0009003236308784501,31.217509746551514
128,16.879154307319517,8.569050074898623,12.770742778472085,7.5970357369611605,23.56416183614476,12.452179814404982,17.688472411211798,11.08120957287875,293.8312851196942,792.7143249919708,0.0008987941354316326,31.817137956619263
